SOURCE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;RESPOSTAS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;HIT AND MISS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;RESULT;;;
Source;Response;data_class_smell;large_class_smell;lazy_class_smell;open_close_principle_violation;speculative_generality_smell;alternative_classes_with_different_interfaces_smell;interface_segregation_principle_violation;middle_man_smell;long_method_smell;long_parameter_list_smell;switch_statements_smell;comments_smell;data_clumps_smell;dead_code_smell;divergent_change_smell;primitive_obsession_smell;temporary_fields_smell;single_responsability_principle_violation;parallel_inheritance_hierarchies_smell;refused_bequest_smell;dependency_inversion_principle_violation;liskov_substitution_principle_violation;duplicate_code_smell;feature_envy_smell;inappropriate_intimacy_smell;message_chains_smell;shotgun_surgery_smell;demeter_law_violation;tell_dont_ask_principle_violation;LLM;data_class_smell;large_class_smell;lazy_class_smell;open_close_principle_violation;speculative_generality_smell;alternative_classes_with_different_interfaces_smell;interface_segregation_principle_violation;middle_man_smell;long_method_smell;long_parameter_list_smell;switch_statements_smell;comments_smell;data_clumps_smell;dead_code_smell;divergent_change_smell;primitive_obsession_smell;temporary_fields_smell;single_responsability_principle_violation;parallel_inheritance_hierarchies_smell;refused_bequest_smell;dependency_inversion_principle_violation;liskov_substitution_principle_violation;duplicate_code_smell;feature_envy_smell;inappropriate_intimacy_smell;message_chains_smell;shotgun_surgery_smell;demeter_law_violation;tell_dont_ask_principle_violation;data_class_smell;large_class_smell;lazy_class_smell;open_close_principle_violation;speculative_generality_smell;alternative_classes_with_different_interfaces_smell;interface_segregation_principle_violation;middle_man_smell;long_method_smell;long_parameter_list_smell;switch_statements_smell;comments_smell;data_clumps_smell;dead_code_smell;divergent_change_smell;primitive_obsession_smell;temporary_fields_smell;single_responsability_principle_violation;parallel_inheritance_hierarchies_smell;refused_bequest_smell;dependency_inversion_principle_violation;liskov_substitution_principle_violation;duplicate_code_smell;feature_envy_smell;inappropriate_intimacy_smell;message_chains_smell;shotgun_surgery_smell;demeter_law_violation;tell_dont_ask_principle_violation;TP;TN;FP;FN
42;179;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;gpt-4.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;TN;TN;TN;TN;TN;TN;TN;FN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TP;TN;FP;FP;1;25;2;1
42;180;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;deepseek v3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;TN;TN;TN;TN;TN;TN;TN;FN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TP;TN;FP;FP;1;25;2;1
43;181;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;claude 3.7 sonnet;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;FP;TN;TN;TN;TN;TN;TN;TP;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;FP;FP;1;25;3;0
43;182;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;gemini 2.0 flash;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;FP;TN;TN;TN;TN;TN;TN;TP;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;FP;FP;1;25;3;0
43;183;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;gpt-4.1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;TN;TN;TN;TN;TN;TN;TN;TP;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;FP;FP;TN;FP;FP;1;24;4;0
43;184;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;deepseek v3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;TN;TN;TN;TN;TN;TN;TN;FN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;FP;FP;0;26;2;1
44;185;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;claude 3.7 sonnet;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;TN;TN;TN;TN;TN;TN;TN;TP;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;FP;TN;TN;TN;FP;TN;1;26;2;0
44;186;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;gemini 2.0 flash;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;FP;TN;TN;TN;TN;TN;TN;TP;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;FP;1;26;2;0
44;187;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;gpt-4.1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;TN;TN;TN;TN;TN;TN;TN;TP;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;FP;TN;TN;TN;TN;TN;1;27;1;0
44;188;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;deepseek v3;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;TN;TN;TN;TN;TN;TN;TN;TP;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;FP;FP;1;26;2;0
45;189;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;claude 3.7 sonnet;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;FP;TN;TN;TN;TN;TN;TN;TP;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;FP;TN;TN;TN;TN;TN;TN;FP;FP;1;24;4;0
45;190;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;gemini 2.0 flash;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;FP;TN;TN;TN;TN;TN;TN;TP;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;FP;1;26;2;0
45;191;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;gpt-4.1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;TN;TN;TN;TN;TN;TN;TN;TP;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;FP;TN;FP;FP;1;25;3;0
45;192;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;deepseek v3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;TN;TN;TN;TN;TN;TN;TN;FN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;FP;FP;0;26;2;1
46;193;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;claude 3.7 sonnet;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;1;FP;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TP;TN;TN;TN;TN;TN;FP;TN;TN;FP;FP;1;24;4;0
46;194;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;gemini 2.0 flash;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TP;TN;TN;TN;FP;TN;TN;TN;TN;TN;FP;1;26;2;0
46;195;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;gpt-4.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;FN;TN;TN;TN;TN;TN;TN;TN;TN;FP;FP;0;26;2;1
46;196;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;deepseek v3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TP;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;1;28;0;0
47;197;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;claude 3.7 sonnet;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TP;TN;TN;TN;TN;TN;FP;TN;TN;FP;TN;1;26;2;0
47;198;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;gemini 2.0 flash;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TP;TN;TN;TN;TN;TN;TN;TN;TN;FP;FP;1;26;2;0
47;199;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;gpt-4.1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;1;TN;TN;TN;TN;TN;TN;TN;FP;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TP;TN;TN;TN;TN;TN;FP;TN;TN;FP;FP;1;24;4;0
47;200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;deepseek v3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TP;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;1;28;0;0
48;201;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;claude 3.7 sonnet;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;1;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TP;TN;TN;TN;TN;TN;FP;TN;TN;FP;FP;1;25;3;0
48;202;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;gemini 2.0 flash;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;1;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TP;TN;TN;TN;FP;TN;TN;TN;TN;FP;FP;1;25;3;0
48;203;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;gpt-4.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TP;TN;TN;TN;TN;TN;TN;TN;TN;FP;FP;1;26;2;0
48;204;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;deepseek v3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TP;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;1;28;0;0
49;205;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;claude 3.7 sonnet;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;FP;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TP;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;1;27;1;0
49;206;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;gemini 2.0 flash;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;FP;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TP;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;1;27;1;0
49;207;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;gpt-4.1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;FP;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TP;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;1;27;1;0
49;421;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;deepseek v3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TP;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;1;28;0;0
50;209;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;claude 3.7 sonnet;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;TP;TN;TN;TN;TN;TN;TN;TN;TN;TP;TN;TN;FP;TN;TN;TP;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;FP;3;24;2;0
50;210;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;gemini 2.0 flash;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;TP;TN;TN;TN;TN;TN;TN;TN;TN;FN;TN;TN;FP;TN;TN;TP;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;FP;2;24;2;1
50;211;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;gpt-4.1;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;TP;TN;TN;TN;TN;TN;TN;TN;TN;TP;TN;TN;FP;TN;TN;TP;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;3;25;1;0
50;422;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;deepseek v3;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;FN;TN;TN;TN;TN;TN;TN;TN;TN;TP;TN;TN;FP;TN;TN;TP;TN;FP;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;2;24;2;1
51;213;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;claude 3.7 sonnet;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;FP;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;FP;TN;TN;TP;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;FP;1;25;3;0
51;214;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;gemini 2.0 flash;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;FP;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;FP;TN;TN;TP;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;FP;1;25;3;0
51;215;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;gpt-4.1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;FP;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TP;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;FP;FP;1;25;3;0
51;423;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;deepseek v3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TP;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;1;28;0;0
52;217;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;claude 3.7 sonnet;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;TN;TN;TN;TN;FP;TN;TP;TN;TN;TN;TN;FP;TN;TN;TN;TN;TN;TN;TN;TP;TN;TN;TN;TN;TN;TN;TN;TN;TN;2;25;2;0
52;218;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;gemini 2.0 flash;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;TN;TN;TN;TN;FP;TN;TP;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;FN;TN;TN;TN;TN;TN;TN;TN;TN;TN;1;26;1;1
52;219;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;gpt-4.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;TN;TN;TN;TN;TN;TN;FN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TP;TN;TN;TN;TN;TN;TN;TN;TN;TN;1;27;0;1
52;424;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;deepseek v3;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;TN;TN;TN;TN;TN;TN;TP;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TP;TN;TN;TN;TN;TN;TN;TN;TN;TN;2;27;0;0
53;221;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;claude 3.7 sonnet;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;FP;TN;TN;TN;TN;TN;FN;FN;TN;TN;TN;FP;TN;TN;TN;TN;TN;TN;TN;TP;TN;TN;TN;TN;TN;TN;TN;TN;TN;1;24;2;2
53;222;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;gemini 2.0 flash;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;TN;TN;TN;TN;TN;TN;TP;FN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TP;TN;TN;TN;TN;TN;TN;TN;TN;TN;2;26;0;1
53;223;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;gpt-4.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;TN;TN;TN;TN;TN;TN;FN;FN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TP;TN;TN;TN;TN;TN;TN;TN;TN;TN;1;26;0;2
53;425;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;deepseek v3;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;TN;TN;TN;TN;TN;TN;TP;FN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TP;TN;TN;TN;TN;TN;TN;TN;TN;TN;2;26;0;1
54;225;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;claude 3.7 sonnet;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;TN;TN;TN;TN;TN;TN;FN;FN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TP;TN;TN;TN;TN;TN;TN;TN;TN;TN;1;26;0;2
54;226;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;gemini 2.0 flash;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;FP;TN;TN;TN;TN;TN;TP;FN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TP;TN;TN;TN;TN;TN;TN;TN;TN;TN;2;25;1;1
54;227;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;gpt-4.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;TN;TN;TN;TN;TN;TN;FN;FN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TP;TN;TN;TN;TN;TN;TN;TN;TN;TN;1;26;0;2
54;426;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;deepseek v3;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;TN;TN;TN;TN;TN;TN;TP;FN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TP;TN;TN;TN;TN;TN;TN;TN;TN;TN;2;26;0;1
55;229;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;claude 3.7 sonnet;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;1;0;0;TN;TN;TN;FP;TN;TN;FP;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TP;TN;TN;FP;TN;FP;TN;TN;TN;TP;TN;TN;2;23;4;0
55;230;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;gemini 2.0 flash;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;TN;TN;TN;FP;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;FP;TN;TN;FN;TN;TN;TN;TN;FP;TN;TN;TN;TP;TN;TN;1;24;3;1
55;231;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;gpt-4.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;1;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TP;TN;TN;TN;TN;FP;TN;TN;TN;TP;TN;FP;2;25;2;0
55;427;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;deepseek v3;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;1;0;0;TN;TN;TN;FP;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;FP;TN;TN;TP;TN;TN;TN;TN;FP;TN;TN;TN;TP;TN;TN;2;24;3;0
56;233;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;claude 3.7 sonnet;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;1;0;0;0;1;0;0;TN;TN;TN;FP;TN;FP;TN;TN;TN;TN;TN;TN;TN;TN;TN;FP;TN;FP;TN;TN;FP;TN;FP;TN;TN;TN;TP;TN;TN;1;22;6;0
56;234;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;gemini 2.0 flash;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;FP;TN;TN;TN;TN;TN;TN;TN;TN;TP;TN;TN;1;27;1;0
56;235;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;gpt-4.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;TN;FP;TN;TN;TN;TN;TN;TN;TN;FP;TN;TN;TN;TP;TN;TN;1;26;2;0
